id,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
6220, A3,2019,Automatic,6000,Petrol,145,43.5,1.5
6221, A4,2016,Automatic,120470,Diesel,30,61.4,2.0
6222, A4,2017,Automatic,43528,Diesel,30,65.7,2.0
6223, A3,2018,Manual,19000,Petrol,150,50.4,2.0
6224, A3,2017,Manual,37882,Diesel,0,74.3,1.6
6225, Q2,2020,Manual,4265,Petrol,145,43.5,1.5
6226, A3,2017,Manual,15000,Diesel,150,67.3,1.6
6227, Q3,2019,Automatic,4432,Petrol,145,31.4,2.0
6228, A6,2018,Semi-Auto,32978,Petrol,145,47.9,1.8
6229, Q3,2020,Manual,1000,Petrol,145,40.9,1.5
6230, Q3,2015,Automatic,23787,Petrol,205,40.4,2.0
6231, A1,2017,Semi-Auto,44343,Petrol,145,58.9,1.4
6232, A3,2019,Semi-Auto,2716,Petrol,145,42.2,1.5
6233, Q5,2019,Automatic,6107,Diesel,145,39.2,2.0
6234, Q5,2019,Automatic,9140,Diesel,145,38.2,2.0
6235, Q7,2015,Automatic,33090,Diesel,200,47.9,3.0
6236, A7,2017,Semi-Auto,30150,Diesel,145,62.8,3.0
6237, A3,2020,Automatic,2749,Petrol,145,44.1,1.5
6238, A4,2013,Manual,83000,Diesel,30,62.8,2.0
6239, Q3,2017,Manual,16224,Diesel,145,50.4,2.0
6240, Q3,2015,Manual,20897,Diesel,160,49.6,2.0
6241, Q3,2015,Manual,45748,Diesel,160,51.4,2.0
6242, A4,2017,Manual,27198,Petrol,145,48.7,2.0
6243, A3,2019,Semi-Auto,2868,Diesel,145,52.3,1.6
6244, A4,2017,Automatic,47189,Diesel,30,65.7,2.0
6245, A6,2015,Semi-Auto,57192,Diesel,145,55.4,3.0
6246, A6,2015,Automatic,78077,Diesel,150,54.3,3.0
6247, Q5,2013,Manual,50672,Diesel,200,47.9,2.0
6248, A7,2019,Semi-Auto,2055,Diesel,150,35.8,3.0
6249, Q3,2020,Semi-Auto,5000,Diesel,150,48.7,2.0
6250, A5,2020,Semi-Auto,2000,Diesel,150,51.4,2.0
6251, A1,2017,Manual,7800,Petrol,150,57.6,1.4
6252, A4,2016,Semi-Auto,30294,Diesel,125,60.1,3.0
6253, Q7,2018,Automatic,16725,Diesel,145,32.8,3.0
6254, Q5,2019,Automatic,5999,Diesel,145,38.2,2.0
6255, A1,2016,Manual,20826,Petrol,30,57.6,1.4
6256, A1,2014,Manual,53291,Diesel,0,74.3,1.6
6257, A3,2017,Manual,29998,Petrol,20,61.4,1.4
6258, TT,2017,Manual,20153,Diesel,30,62.8,2.0
6259, Q7,2015,Automatic,74000,Diesel,300,38.2,3.0
6260, A3,2017,Manual,30804,Petrol,30,60.1,1.4
6261, Q2,2019,Manual,5606,Petrol,145,39.2,1.5
6262, A4,2019,Semi-Auto,448,Petrol,145,39.8,2.0
6263, Q5,2015,Automatic,23530,Diesel,200,47.1,2.0
6264, Q3,2019,Manual,10,Diesel,145,42.8,2.0
6265, A6,2019,Automatic,9350,Diesel,145,47.9,2.0
6266, A4,2019,Semi-Auto,4750,Diesel,145,45.6,2.0
6267, Q5,2016,Semi-Auto,18850,Diesel,200,47.1,2.0
6268, A1,2018,Manual,14500,Petrol,150,54.3,1.4
6269, A1,2017,Manual,29515,Petrol,0,67.3,1.0
6270, Q7,2019,Semi-Auto,5391,Diesel,145,32.8,3.0
6271, A5,2016,Manual,28418,Diesel,145,54.3,2.0
6272, A4,2018,Semi-Auto,27953,Diesel,145,57.6,2.0
6273, A1,2016,Semi-Auto,28636,Diesel,20,70.6,1.6
6274, A6,2016,Automatic,52000,Diesel,145,56.5,2.0
6275, A4,2020,Semi-Auto,20,Petrol,145,42.2,2.0
6276, A5,2011,Manual,85000,Diesel,200,48.7,2.0
6277, Q2,2019,Semi-Auto,4842,Diesel,145,46.3,1.6
6278, Q5,2019,Semi-Auto,3525,Petrol,145,32.1,2.0
6279, A4,2016,Semi-Auto,41505,Diesel,20,67.3,2.0
6280, A3,2017,Manual,68468,Diesel,20,65.7,2.0
6281, A3,2015,Automatic,13357,Petrol,160,43.5,1.8
6282, A4,2017,Manual,19637,Petrol,145,53.3,1.4
6283, A4,2017,Automatic,38711,Diesel,20,70.6,2.0
6284, A4,2011,Manual,55000,Petrol,200,39.8,1.8
6285, Q3,2019,Manual,1000,Diesel,145,42.8,2.0
6286, A4,2019,Automatic,8649,Petrol,145,40.9,2.0
6287, A1,2017,Manual,36472,Petrol,145,40.4,2.0
6288, A3,2019,Manual,3272,Diesel,145,55.4,2.0
6289, Q5,2019,Semi-Auto,84,Diesel,145,38.2,2.0
6290, A5,2019,Automatic,8065,Diesel,145,50.4,2.0
6291, A1,2016,Manual,33096,Petrol,0,67.3,1.0
6292, A3,2019,Manual,1809,Diesel,145,49.6,1.6
6293, A1,2017,Manual,16038,Petrol,145,57.6,1.4
6294, Q2,2019,Automatic,3883,Petrol,145,33.2,2.0
6295, A7,2019,Automatic,1285,Diesel,145,39.2,3.0
6296, A1,2017,Manual,26716,Petrol,30,55.4,1.4
6297, A3,2015,Manual,57841,Petrol,30,57.6,1.4
6298, A6,2014,Automatic,45295,Diesel,30,64.2,2.0
6299, A3,2019,Semi-Auto,12088,Petrol,145,41.5,1.5
6300, Q3,2017,Automatic,15003,Petrol,145,47.9,1.4
6301, A1,2019,Manual,2348,Petrol,145,50.4,1.0
6302, A1,2017,Automatic,3000,Petrol,20,64.2,1.0
6303, A5,2015,Automatic,39251,Diesel,145,56.5,2.0
6304, A6,2016,Semi-Auto,30451,Diesel,200,47.1,3.0
6305, Q3,2017,Manual,36943,Petrol,150,51.4,1.4
6306, A7,2016,Semi-Auto,27386,Diesel,125,61.4,3.0
6307, RS6,2015,Semi-Auto,41733,Petrol,330,29.4,4.0
6308, A4,2016,Manual,28072,Diesel,20,70.6,2.0
6309, A6,2019,Semi-Auto,8766,Diesel,145,39.8,3.0
6310, A4,2016,Semi-Auto,77896,Diesel,20,67.3,2.0
6311, Q5,2019,Automatic,3003,Diesel,150,38.2,2.0
6312, A1,2017,Manual,19000,Petrol,150,55.4,1.4
6313, A3,2019,Semi-Auto,7388,Petrol,145,41.5,1.5
6314, A6,2019,Automatic,1200,Diesel,145,50.4,2.0
6315, A5,2014,Automatic,53082,Diesel,160,49.6,3.0
6316, A3,2017,Manual,46879,Diesel,150,57.6,2.0
6317, A5,2018,Automatic,7500,Petrol,145,50.4,2.0
6318, Q3,2016,Semi-Auto,24319,Petrol,145,47.9,1.4
6319, A7,2015,Automatic,31000,Diesel,125,58.9,3.0
6320, A4,2019,Semi-Auto,9000,Diesel,150,44.1,2.0
6321, A4,2013,Manual,81171,Diesel,125,58.9,2.0
6322, A3,2019,Automatic,5025,Diesel,145,51.4,2.0
6323, A3,2019,Semi-Auto,9967,Petrol,145,42.2,1.5
6324, A5,2016,Automatic,37000,Diesel,160,50.4,2.0
6325, A1,2016,Manual,39463,Diesel,0,76.3,1.6
6326, A8,2015,Semi-Auto,54174,Diesel,205,47.9,3.0
6327, Q8,2019,Semi-Auto,2423,Diesel,145,33.6,3.0
6328, Q3,2019,Automatic,7896,Diesel,145,40.9,2.0
6329, Q3,2016,Manual,23382,Diesel,30,60.1,2.0
6330, A6,2019,Semi-Auto,4982,Diesel,145,47.9,2.0
6331, Q2,2019,Manual,3590,Diesel,145,49.6,1.6
6332, Q3,2017,Manual,19078,Diesel,30,61.4,2.0
6333, Q2,2018,Manual,9005,Petrol,145,50.4,1.4
6334, A3,2019,Semi-Auto,3877,Petrol,150,34.9,2.0
6335, Q3,2020,Semi-Auto,2553,Petrol,145,30.7,2.0
6336, Q3,2018,Semi-Auto,16437,Petrol,150,47.9,1.4
6337, A3,2020,Manual,3000,Diesel,145,51.4,1.6
6338, A6,2017,Semi-Auto,13449,Diesel,145,43.5,3.0
6339, A4,2017,Manual,40583,Petrol,145,51.4,1.4
6340, A1,2019,Manual,9600,Petrol,150,52.3,1.0
6341, A3,2019,Manual,100,Diesel,145,51.4,1.6
6342, Q2,2020,Manual,1500,Petrol,145,43.5,1.5
6343, A4,2017,Semi-Auto,25000,Petrol,145,50.4,1.4
6344, A3,2017,Semi-Auto,37317,Petrol,150,43.5,2.0
6345, Q2,2019,Automatic,6000,Petrol,145,42.2,1.5
6346, A1,2019,Semi-Auto,11,Petrol,145,40.9,2.0
6347, Q3,2017,Automatic,34692,Petrol,145,47.9,1.4
6348, Q3,2018,Manual,5230,Petrol,145,49.6,1.4
6349, A7,2013,Automatic,63250,Diesel,205,48.7,3.0
6350, A3,2019,Automatic,12607,Diesel,145,52.3,1.6
6351, Q8,2019,Automatic,4278,Diesel,145,33.6,3.0
6352, A1,2017,Manual,7395,Petrol,150,67.3,1.0
6353, Q7,2015,Automatic,37000,Diesel,200,47.9,3.0
6354, Q2,2017,Manual,31827,Diesel,145,64.2,1.6
6355, A8,2017,Automatic,15830,Diesel,200,47.1,3.0
6356, A3,2019,Semi-Auto,6420,Diesel,145,50.4,2.0
6357, A4,2016,Manual,55697,Diesel,20,70.6,2.0
6358, A3,2018,Manual,2672,Petrol,145,42.2,1.5
6359, Q3,2016,Automatic,58750,Petrol,145,47.9,1.4
6360, Q3,2015,Semi-Auto,14973,Petrol,200,40.4,2.0
6361, Q8,2019,Automatic,3011,Diesel,145,32.8,3.0
6362, S3,2015,Semi-Auto,46965,Petrol,205,40.9,2.0
6363, A1,2020,Manual,877,Petrol,145,48.7,1.0
6364, A6,2019,Automatic,7500,Diesel,145,47.9,2.0
6365, A3,2016,Manual,35500,Petrol,20,60.1,1.0
6366, A6,2019,Automatic,11922,Diesel,145,47.9,2.0
6367, Q3,2017,Manual,22620,Petrol,145,49.6,1.4
6368, Q2,2017,Manual,11133,Petrol,145,52.3,1.4
6369, A3,2014,Automatic,24076,Petrol,125,50.4,1.8
6370, A3,2015,Automatic,58972,Petrol,30,57.6,1.4
6371, A5,2019,Automatic,8000,Diesel,145,48.7,2.0
6372, A3,2016,Manual,31952,Diesel,0,83.1,1.6
6373, A1,2016,Manual,19356,Diesel,0,80.7,1.6
6374, A1,2016,Manual,17344,Petrol,30,56.5,1.4
6375, A3,2017,Semi-Auto,24153,Diesel,30,62.8,2.0
6376, A4,2015,Manual,46000,Diesel,30,61.4,2.0
6377, A1,2019,Manual,6958,Petrol,145,50.4,1.0
6378, Q3,2017,Semi-Auto,24190,Diesel,145,55.4,2.0
6379, Q7,2019,Automatic,10,Diesel,145,33.6,3.0
6380, TT,2016,Manual,34500,Diesel,30,62.8,2.0
6381, Q3,2018,Semi-Auto,10000,Petrol,145,48.7,1.4
6382, A3,2015,Manual,55200,Diesel,20,68.9,2.0
6383, A6,2018,Semi-Auto,47500,Diesel,145,64.2,2.0
6384, Q3,2019,Automatic,7753,Petrol,145,31.7,2.0
6385, A6,2016,Manual,34000,Diesel,30,64.2,2.0
6386, A1,2017,Manual,14000,Petrol,145,67.3,1.0
6387, A4,2017,Semi-Auto,51875,Diesel,20,70.6,2.0
6388, Q2,2017,Automatic,68454,Diesel,150,58.9,2.0
6389, A1,2013,Manual,75000,Diesel,0,74.3,1.6
6390, A1,2018,Manual,16000,Petrol,150,67.3,1.0
6391, S3,2017,Automatic,25000,Petrol,150,43.5,2.0
6392, A1,2017,Manual,29328,Petrol,0,67.3,1.0
6393, Q2,2019,Semi-Auto,2493,Diesel,145,47.9,2.0
6394, Q3,2019,Manual,4500,Petrol,145,40.9,1.5
6395, Q7,2018,Automatic,26885,Diesel,150,37.2,4.0
6396, A4,2019,Automatic,8499,Diesel,145,48.7,2.0
6397, Q7,2009,Automatic,136000,Diesel,540,31.0,3.0
6398, Q3,2018,Semi-Auto,18865,Petrol,145,47.9,1.4
6399, A6,2017,Semi-Auto,12623,Diesel,150,64.2,2.0
6400, A6,2016,Manual,38200,Diesel,30,61.4,2.0
6401, A4,2017,Manual,21180,Diesel,145,74.3,2.0
6402, A8,2018,Automatic,10250,Petrol,145,37.7,3.0
6403, A3,2016,Manual,38882,Petrol,30,56.5,1.4
6404, A1,2016,Manual,23640,Petrol,30,55.4,1.4
6405, Q5,2020,Semi-Auto,3000,Diesel,145,38.2,2.0
6406, A4,2016,Manual,51075,Diesel,30,62.8,2.0
6407, A3,2014,Manual,50262,Diesel,0,74.3,1.6
6408, Q5,2020,Semi-Auto,215,Diesel,145,34.5,3.0
6409, Q2,2017,Semi-Auto,9866,Petrol,125,52.3,1.4
6410, TT,2017,Manual,37614,Petrol,145,46.3,2.0
6411, A6,2016,Automatic,20335,Diesel,30,61.4,2.0
6412, A6,2014,Semi-Auto,64330,Diesel,200,47.9,3.0
6413, A3,2017,Automatic,36521,Diesel,145,62.8,2.0
6414, Q3,2016,Manual,39697,Petrol,145,49.6,1.4
6415, Q7,2017,Automatic,46463,Diesel,205,47.9,3.0
6416, Q3,2014,Manual,28000,Diesel,135,54.3,2.0
6417, A3,2016,Manual,44658,Petrol,125,52.3,1.4
6418, Q5,2019,Automatic,569,Diesel,145,36.2,2.0
6419, Q3,2016,Manual,28186,Diesel,145,52.3,2.0
6420, Q3,2018,Manual,11500,Petrol,145,49.6,1.4
6421, Q2,2019,Manual,50,Petrol,145,43.5,1.5
6422, A7,2018,Automatic,21000,Diesel,145,52.3,3.0
6423, Q3,2015,Semi-Auto,32103,Petrol,150,47.9,1.4
6424, Q3,2020,Automatic,1500,Petrol,145,31.0,0.0
6425, A3,2016,Manual,59800,Diesel,0,74.3,1.6
6426, A4,2013,Semi-Auto,87909,Diesel,125,58.9,2.0
6427, A3,2019,Semi-Auto,10217,Petrol,145,42.2,1.5
6428, A1,2018,Manual,15405,Petrol,145,55.4,1.4
6429, A3,2019,Semi-Auto,3434,Diesel,145,51.4,2.0
6430, A3,2013,Manual,60028,Diesel,0,74.3,1.6
6431, A5,2018,Semi-Auto,26693,Petrol,145,50.4,2.0
6432, A6,2019,Semi-Auto,6000,Diesel,145,47.9,2.0
6433, Q3,2017,Automatic,25000,Petrol,145,47.9,1.4
6434, A3,2017,Manual,22438,Petrol,145,50.4,2.0
6435, A4,2019,Automatic,10,Diesel,145,53.3,2.0
6436, A4,2019,Manual,2124,Petrol,145,41.5,2.0
6437, A4,2016,Manual,38298,Petrol,125,53.3,1.4
6438, Q3,2019,Semi-Auto,4740,Petrol,145,32.1,2.0
6439, A3,2015,Manual,43523,Petrol,20,60.1,1.4
6440, A4,2016,Semi-Auto,53339,Diesel,30,61.4,2.0
6441, Q3,2017,Semi-Auto,20323,Petrol,145,40.4,2.0
6442, A1,2019,Manual,6000,Petrol,145,47.9,1.0
6443, A1,2015,Manual,15837,Petrol,30,58.9,1.4
6444, RS3,2016,Semi-Auto,29920,Petrol,300,34.9,2.5
6445, Q5,2013,Manual,63153,Diesel,200,47.9,2.0
6446, A3,2017,Manual,42235,Petrol,145,60.1,1.4
6447, A1,2017,Manual,31037,Petrol,0,67.3,1.0
6448, A4,2019,Semi-Auto,9560,Diesel,145,47.9,2.0
6449, A4,2016,Manual,40683,Petrol,125,53.3,1.4
6450, A4,2010,Manual,80000,Diesel,150,53.3,2.0
6451, Q2,2017,Semi-Auto,20814,Petrol,145,54.3,1.4
6452, A6,2016,Semi-Auto,24000,Diesel,30,61.4,2.0
6453, A5,2019,Semi-Auto,500,Petrol,145,39.8,2.0
6454, Q2,2020,Manual,4000,Petrol,145,43.5,1.5
6455, A4,2017,Automatic,24885,Petrol,145,38.7,3.0
6456, A5,2017,Manual,12978,Petrol,145,49.6,2.0
6457, Q2,2017,Semi-Auto,14575,Petrol,145,54.3,1.4
6458, Q2,2017,Semi-Auto,24423,Petrol,150,52.3,1.4
6459, Q3,2018,Semi-Auto,15392,Petrol,145,40.4,2.0
6460, Q3,2015,Semi-Auto,33845,Petrol,145,47.9,1.4
6461, A6,2019,Automatic,1000,Diesel,145,35.8,3.0
6462, A4,2019,Manual,5000,Petrol,145,38.7,2.0
6463, Q3,2017,Semi-Auto,19241,Petrol,145,40.4,2.0
6464, A1,2013,Manual,29382,Petrol,125,53.3,1.4
6465, Q7,2020,Automatic,875,Diesel,150,33.2,3.0
6466, A4,2016,Manual,49000,Diesel,30,64.2,2.0
6467, Q7,2018,Automatic,24340,Diesel,145,47.1,3.0
6468, Q5,2019,Semi-Auto,4327,Diesel,145,38.2,2.0
6469, A5,2015,Manual,36496,Diesel,145,53.3,2.0
6470, A3,2017,Manual,35375,Diesel,145,68.9,1.6
6471, Q5,2015,Semi-Auto,43979,Diesel,200,47.1,2.0
6472, Q2,2018,Manual,9694,Petrol,145,50.4,1.4
6473, A3,2017,Manual,27155,Petrol,150,60.1,1.0
6474, A3,2018,Manual,12186,Petrol,145,60.1,1.0
6475, Q3,2013,Manual,67727,Diesel,145,54.3,2.0
6476, A5,2014,Semi-Auto,39018,Diesel,145,53.3,2.0
6477, A6,2016,Semi-Auto,23700,Diesel,30,61.4,3.0
6478, A1,2014,Manual,62871,Petrol,20,60.1,1.4
6479, Q3,2013,Automatic,42000,Diesel,205,47.9,2.0
6480, TT,2016,Semi-Auto,9812,Petrol,205,40.9,2.0
6481, A4,2015,Manual,27699,Diesel,20,67.3,2.0
6482, A3,2019,Semi-Auto,5678,Petrol,145,42.2,1.5
6483, Q2,2019,Semi-Auto,4201,Petrol,145,33.2,2.0
6484, A1,2015,Manual,36910,Petrol,0,67.3,1.0
6485, Q2,2019,Manual,9478,Petrol,150,47.9,1.0
6486, A3,2019,Semi-Auto,9758,Petrol,150,44.8,1.0
6487, A3,2015,Automatic,41000,Petrol,30,57.6,1.4
6488, Q3,2019,Manual,1000,Diesel,145,42.8,2.0
6489, A3,2014,Manual,58409,Petrol,125,53.3,1.4
6490, A1,2013,Manual,29899,Petrol,125,53.3,1.4
6491, A5,2019,Manual,8000,Petrol,145,39.8,2.0
6492, A4,2016,Manual,25634,Petrol,145,51.4,1.4
6493, A1,2017,Manual,27937,Petrol,30,57.6,1.4
6494, Q3,2015,Manual,38017,Diesel,165,49.6,2.0
6495, Q3,2014,Semi-Auto,23340,Petrol,260,36.7,2.0
6496, A5,2017,Automatic,19408,Diesel,145,58.9,3.0
6497, A1,2018,Manual,20280,Petrol,145,67.3,1.0
6498, A8,2018,Automatic,10296,Diesel,145,50.4,3.0
6499, Q2,2017,Manual,19210,Petrol,125,50.4,1.4
6500, RS6,2020,Semi-Auto,3220,Petrol,150,22.1,4.0
6501, A5,2019,Semi-Auto,9391,Petrol,145,39.8,2.0
6502, A7,2019,Semi-Auto,5724,Diesel,145,48.7,2.0
6503, A3,2019,Automatic,3122,Petrol,145,41.5,1.5
6504, Q3,2019,Semi-Auto,2401,Diesel,145,48.7,2.0
6505, A1,2016,Manual,14521,Petrol,30,55.4,1.4
6506, A4,2017,Semi-Auto,18132,Petrol,145,50.4,1.4
6507, A1,2017,Manual,17802,Petrol,30,57.6,1.4
6508, A3,2019,Manual,4094,Petrol,150,42.8,1.5
6509, Q3,2019,Semi-Auto,8761,Petrol,145,31.7,2.0
6510, Q2,2019,Manual,11422,Diesel,145,49.6,1.6
6511, Q3,2019,Manual,3125,Petrol,145,40.9,1.5
6512, TT,2015,Automatic,18885,Petrol,160,44.1,2.0
6513, A5,2011,Manual,35000,Diesel,150,51.4,2.0
6514, Q5,2019,Semi-Auto,11271,Diesel,145,38.2,2.0
6515, Q3,2019,Manual,1500,Petrol,145,40.9,1.5
6516, A3,2016,Manual,39750,Petrol,30,57.6,1.4
6517, A4,2017,Manual,28801,Petrol,125,49.6,2.0
6518, A4,2014,Automatic,17803,Petrol,200,42.2,2.0
6519, Q5,2020,Semi-Auto,500,Hybrid,135,117.7,2.0
6520, A3,2019,Semi-Auto,3036,Petrol,145,34.5,2.0
6521, A7,2018,Semi-Auto,6850,Diesel,145,38.2,3.0
6522, A3,2020,Semi-Auto,3000,Petrol,145,44.1,1.5
6523, Q2,2019,Semi-Auto,5295,Petrol,145,39.8,1.5
6524, Q5,2015,Manual,20274,Diesel,200,47.9,2.0
6525, A3,2015,Manual,41329,Diesel,20,68.9,1.6
6526, A4,2017,Automatic,17418,Diesel,145,62.8,2.0
6527, A5,2016,Manual,25000,Diesel,125,57.6,2.0
6528, Q7,2014,Semi-Auto,43700,Diesel,300,38.2,3.0
6529, Q3,2017,Semi-Auto,11307,Petrol,145,47.9,1.4
6530, A6,2019,Automatic,6000,Diesel,145,50.4,2.0
6531, Q3,2019,Manual,3811,Petrol,145,39.8,1.5
6532, A4,2016,Manual,20885,Diesel,30,64.2,2.0
6533, Q2,2019,Automatic,1442,Petrol,145,40.9,1.5
6534, A1,2017,Manual,33574,Diesel,145,76.3,1.6
6535, Q7,2013,Semi-Auto,51753,Diesel,305,38.2,3.0
6536, Q5,2018,Semi-Auto,15706,Petrol,145,40.4,2.0
6537, RS5,2019,Automatic,9771,Petrol,145,29.7,2.9
6538, A5,2017,Automatic,21649,Diesel,145,58.9,3.0
6539, A6,2016,Automatic,28884,Diesel,30,61.4,2.0
6540, A6,2019,Semi-Auto,2700,Diesel,145,36.2,3.0
6541, A5,2020,Semi-Auto,1500,Diesel,145,51.4,2.0
6542, Q3,2016,Manual,14997,Petrol,125,50.4,1.4
6543, A5,2019,Semi-Auto,4945,Petrol,150,36.7,2.0
6544, Q7,2017,Semi-Auto,21375,Diesel,145,39.2,4.0
6545, TT,2019,Manual,9121,Petrol,145,34.9,2.0
6546, A3,2016,Manual,26700,Diesel,20,70.6,1.6
6547, Q2,2019,Semi-Auto,4165,Petrol,145,42.2,1.5
6548, Q2,2019,Manual,4050,Diesel,145,49.6,1.6
6549, A3,2017,Manual,13291,Diesel,145,74.3,1.6
6550, A6,2016,Manual,87234,Diesel,30,61.4,2.0
6551, Q5,2019,Automatic,4567,Diesel,145,38.2,2.0
6552, Q5,2019,Semi-Auto,4879,Diesel,150,38.2,2.0
6553, A3,2016,Manual,29706,Petrol,30,57.6,1.4
6554, Q7,2017,Automatic,26979,Diesel,145,39.2,4.0
6555, Q3,2016,Manual,33439,Diesel,30,62.8,2.0
6556, Q5,2018,Semi-Auto,17936,Petrol,145,40.4,2.0
6557, A5,2019,Automatic,3466,Petrol,145,36.7,2.0
6558, A1,2017,Manual,29040,Petrol,30,55.4,1.4
6559, Q5,2019,Automatic,1000,Diesel,145,38.2,2.0
6560, Q3,2019,Manual,6000,Diesel,145,42.8,2.0
6561, A5,2017,Automatic,20516,Diesel,145,62.8,2.0
6562, A4,2019,Semi-Auto,5000,Diesel,145,54.3,2.0
6563, A4,2018,Manual,13433,Petrol,145,48.7,1.4
6564, A5,2019,Automatic,10,Diesel,145,50.4,2.0
6565, R8,2019,Automatic,6954,Petrol,145,21.6,5.2
6566, Q2,2020,Manual,6000,Petrol,145,43.5,1.5
6567, A4,2017,Automatic,25782,Diesel,145,72.4,2.0
6568, Q3,2019,Automatic,4432,Petrol,145,30.7,2.0
6569, Q3,2020,Semi-Auto,525,Petrol,145,40.9,1.5
6570, A1,2016,Manual,31282,Petrol,0,67.3,1.0
6571, A3,2019,Semi-Auto,10439,Petrol,145,41.5,1.5
6572, A6,2019,Automatic,5429,Diesel,145,47.9,2.0
6573, A3,2019,Manual,10,Diesel,145,54.3,1.6
6574, A4,2020,Semi-Auto,3515,Diesel,150,54.3,3.0
6575, A6,2017,Automatic,20073,Diesel,150,61.4,2.0
6576, A6,2016,Automatic,62118,Diesel,145,56.5,2.0
6577, TT,2019,Automatic,6137,Petrol,145,40.4,2.0
6578, A5,2019,Automatic,1500,Petrol,145,39.8,2.0
6579, A3,2019,Manual,5000,Diesel,145,51.4,1.6
6580, Q2,2017,Automatic,16991,Diesel,145,57.7,2.0
6581, A3,2016,Semi-Auto,55561,Petrol,125,48.7,2.0
6582, A6,2017,Semi-Auto,29585,Diesel,145,54.3,2.0
6583, A3,2014,Manual,75269,Diesel,20,68.9,2.0
6584, A1,2016,Manual,47779,Petrol,30,55.4,1.4
6585, Q3,2019,Semi-Auto,5263,Diesel,150,48.7,2.0
6586, A1,2019,Semi-Auto,3733,Petrol,145,40.9,2.0
6587, Q3,2017,Automatic,24000,Petrol,145,47.9,1.4
6588, SQ5,2017,Automatic,13000,Petrol,150,34.0,3.0
6589, TT,2017,Manual,16282,Petrol,150,47.1,1.8
6590, Q3,2016,Manual,23484,Diesel,30,61.4,2.0
6591, Q3,2019,Automatic,7029,Diesel,145,40.9,2.0
6592, A3,2019,Semi-Auto,3861,Petrol,145,41.5,1.5
6593, A7,2019,Semi-Auto,76,Diesel,145,47.1,2.0
6594, A1,2017,Manual,27411,Diesel,145,76.3,1.6
6595, Q7,2017,Semi-Auto,31100,Diesel,150,47.9,3.0
6596, Q3,2017,Semi-Auto,33201,Petrol,150,47.9,1.4
6597, Q2,2019,Semi-Auto,7000,Petrol,145,33.2,2.0
6598, Q2,2018,Semi-Auto,10200,Petrol,145,52.3,1.4
6599, A1,2020,Semi-Auto,2999,Petrol,145,44.1,1.0
6600, Q2,2020,Semi-Auto,4000,Petrol,145,42.2,1.5
6601, A4,2019,Automatic,6000,Petrol,145,38.2,2.0
6602, Q3,2015,Semi-Auto,43740,Petrol,145,47.9,1.4
6603, Q5,2015,Semi-Auto,44100,Diesel,235,42.8,3.0
6604, Q3,2017,Semi-Auto,24498,Diesel,145,55.4,2.0
6605, A3,2017,Manual,17957,Petrol,30,60.1,1.4
6606, A1,2012,Manual,46942,Diesel,0,74.3,1.6
6607, A3,2019,Manual,7315,Diesel,145,55.4,2.0
6608, A3,2019,Manual,2411,Diesel,145,49.6,1.6
6609, A3,2019,Manual,9800,Diesel,145,51.4,1.6
6610, Q2,2020,Semi-Auto,4433,Petrol,150,32.5,2.0
6611, Q3,2017,Semi-Auto,28619,Diesel,145,53.3,2.0
6612, A3,2019,Manual,11337,Diesel,150,55.4,2.0
6613, S8,2015,Automatic,40102,Petrol,325,30.1,4.0
6614, A5,2014,Manual,111460,Diesel,30,61.4,2.0
6615, A3,2019,Semi-Auto,2839,Petrol,145,34.9,2.0
6616, A5,2019,Semi-Auto,8053,Diesel,150,44.8,2.0
6617, A3,2013,Manual,75000,Diesel,20,68.9,1.6
6618, A6,2016,Semi-Auto,15559,Diesel,150,56.5,2.0
6619, Q2,2018,Semi-Auto,28721,Petrol,150,52.3,1.4
6620, A1,2016,Manual,29050,Diesel,0,76.3,1.6
6621, Q5,2018,Semi-Auto,19444,Petrol,145,34.0,3.0
6622, A1,2015,Manual,32065,Petrol,30,55.4,1.4
6623, TT,2015,Automatic,46000,Petrol,160,44.1,2.0
6624, Q2,2019,Manual,4538,Petrol,145,47.1,1.0
6625, Q2,2019,Manual,1592,Petrol,145,39.2,1.5
6626, Q5,2016,Manual,22100,Petrol,260,35.8,2.0
6627, Q2,2017,Manual,12632,Petrol,150,55.4,1.0
6628, A3,2019,Semi-Auto,3000,Petrol,145,40.9,2.0
6629, A3,2015,Manual,76623,Diesel,0,83.1,1.6
6630, A5,2019,Automatic,8765,Petrol,145,37.7,2.0
6631, Q5,2010,Automatic,96618,Diesel,265,41.5,2.0
6632, Q3,2017,Semi-Auto,53000,Diesel,145,53.3,2.0
6633, Q2,2019,Manual,4999,Petrol,145,47.1,1.0
6634, A1,2016,Manual,24001,Petrol,30,55.4,1.4
6635, Q7,2019,Semi-Auto,10492,Diesel,145,33.6,3.0
6636, A6,2018,Automatic,15844,Petrol,145,50.4,1.8
6637, A4,2016,Manual,55885,Diesel,0,74.3,2.0
6638, Q2,2017,Manual,15268,Petrol,125,52.3,1.4
6639, A1,2017,Manual,27501,Petrol,30,55.4,1.4
6640, A8,2018,Semi-Auto,12285,Diesel,145,50.4,3.0
6641, Q5,2019,Semi-Auto,3540,Diesel,145,39.2,2.0
6642, A3,2017,Manual,15500,Petrol,150,55.4,1.5
6643, A1,2018,Automatic,8506,Petrol,145,55.4,1.4
