Gender,Education,Occupation Type,Residence Type,Experience Using Metaverse,Age,Annual Salary,Preferred Metaverse Type
other,Middle school graduate,Finance industry,Townhouse,yes,94,53490,1
female,Elementary school graduate,Manufacturing industry,Townhouse,yes,53,12581,1
female,Elementary school graduate,Mining,Apartment,no,12,432546,3
male,High school graduate,Forestry,Townhouse,no,87,486268,0
other,Elementary school graduate,Fishing industry,Officetel,yes,51,495881,0
female,Elementary school graduate,Forestry,Single-family home,no,48,88124,0
female,Master's degree,Manufacturing industry,Multi-family home,yes,24,32497,2
female,Elementary school graduate,Water industry,Townhouse,no,56,393134,3
other,Master's degree,Water industry,Multiple home,no,2,343153,0
female,Elementary school graduate,Mining,Officetel,yes,70,371713,2
male,Master's degree,Mining,Single-family home,yes,51,17819,3
female,Bachelor's degree,Maintenance industry,Single-family home,yes,45,403373,2
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
female,Elementary school graduate,Mining,Officetel,yes,70,371713,2
female,High school graduate,Service industry,Apartment,yes,86,413200,2
other,Master's degree,Broadcasting industry,Multi-family home,yes,23,34860,0
female,Elementary school graduate,Wholesale industry,Apartment,no,85,21229,1
male,Middle school graduate,Fishing industry,Townhouse,no,10,443042,1
other,Middle school graduate,Fishing industry,Multi-family home,no,58,462275,3
female,Elementary school graduate,Fishing industry,Townhouse,yes,91,149244,2
male,Master's degree,Repair industry,Multiple home,no,34,31198,0
female,Bachelor's degree,Electric power industry,Officetel,yes,12,405558,0
female,Middle school graduate,Manufacturing industry,Officetel,yes,4,52978,0
other,Master's degree,Maintenance industry,Apartment,no,38,432999,2
male,High school graduate,Water industry,Multiple home,no,87,145422,1
male,High school graduate,Manufacturing industry,Townhouse,no,69,9919,2
other,Master's degree,Service industry,Apartment,no,7,167026,2
other,Bachelor's degree,Repair industry,Multiple home,no,58,233563,3
other,Elementary school graduate,Distribution industry,Multiple home,yes,32,77186,2
other,Master's degree,Broadcasting industry,Multi-family home,yes,23,34860,0
male,Bachelor's degree,Fishing industry,Apartment,yes,15,272832,0
female,Doctorate,Fishing industry,Multi-family home,no,49,88765,0
female,Doctorate,Wholesale industry,Apartment,yes,58,34041,3
other,Master's degree,Gas industry,Single-family home,yes,74,159033,1
male,Master's degree,Wholesale industry,Apartment,no,82,251745,3
male,Doctorate,Wholesale industry,Multi-family home,yes,16,197312,2
male,Middle school graduate,Retail industry,Multiple home,no,9,294084,0
male,High school graduate,Maintenance industry,Multi-family home,no,56,241256,0
female,Elementary school graduate,Agriculture,Townhouse,no,59,372567,2
male,High school graduate,Agriculture,Multi-family home,yes,67,100013,3
male,Bachelor's degree,Distribution industry,Single-family home,no,4,261501,1
female,Middle school graduate,Maintenance industry,Multiple home,no,49,217035,2
male,Doctorate,Retail industry,Single-family home,no,84,244810,1
female,High school graduate,Gas industry,Apartment,no,39,99007,0
other,Elementary school graduate,Distribution industry,Multiple home,no,73,141074,1
other,Middle school graduate,Electric power industry,Officetel,no,87,246426,0
other,High school graduate,Distribution industry,Officetel,no,48,442500,2
other,Master's degree,Broadcasting industry,Multi-family home,yes,23,34860,0
other,High school graduate,Construction industry,Multi-family home,yes,49,36709,1
male,High school graduate,Construction industry,Officetel,no,10,206273,1
other,High school graduate,Mining,Multiple home,no,64,360551,3
female,Middle school graduate,Manufacturing industry,Apartment,yes,80,165307,3
male,High school graduate,Electric power industry,Single-family home,no,56,137744,0
female,Bachelor's degree,Manufacturing industry,Officetel,no,79,185912,2
male,High school graduate,Gas industry,Townhouse,no,28,450496,3
male,Master's degree,Wholesale industry,Apartment,no,82,251745,3
female,Master's degree,Broadcasting industry,Apartment,yes,79,100095,2
male,Doctorate,Mining,Single-family home,yes,36,73216,0
female,Doctorate,Construction industry,Single-family home,yes,40,17513,2
female,Doctorate,Electric power industry,Multiple home,no,32,230661,3
female,Doctorate,Agriculture,Single-family home,no,90,62253,2
male,Bachelor's degree,Fishing industry,Officetel,yes,22,388905,2
male,Bachelor's degree,Mining,Townhouse,yes,74,103738,2
female,Bachelor's degree,Service industry,Multiple home,yes,41,336383,2
female,Elementary school graduate,Maintenance industry,Apartment,yes,37,237502,1
other,Middle school graduate,Fishing industry,Single-family home,yes,20,480763,2
male,Master's degree,Forestry,Officetel,no,25,173201,1
female,Doctorate,Electric power industry,Multiple home,no,32,230661,3
female,Bachelor's degree,Broadcasting industry,Apartment,no,16,206929,2
female,Middle school graduate,Retail industry,Multiple home,yes,33,394876,0
male,Bachelor's degree,Manufacturing industry,Single-family home,yes,27,37258,2
male,Elementary school graduate,Insurance industry,Officetel,no,7,15034,2
female,High school graduate,Mining,Multi-family home,yes,54,471956,1
other,Doctorate,Construction industry,Single-family home,no,50,485436,1
male,High school graduate,Electric power industry,Single-family home,no,56,137744,0
male,Doctorate,Fishing industry,Apartment,no,21,78084,1
male,Master's degree,Finance industry,Single-family home,yes,31,133118,0
other,Master's degree,Manufacturing industry,Multi-family home,yes,77,326114,0
other,Master's degree,Broadcasting industry,Multi-family home,yes,23,34860,0
male,Master's degree,Mining,Apartment,yes,90,92859,1
female,Bachelor's degree,Water industry,Multiple home,no,55,379950,1
male,Doctorate,Retail industry,Multiple home,no,48,359824,2
male,High school graduate,Distribution industry,Multi-family home,no,91,443819,0
other,Doctorate,Service industry,Apartment,no,43,437552,0
female,Elementary school graduate,Insurance industry,Single-family home,no,50,225567,0
male,Master's degree,Wholesale industry,Apartment,yes,2,187055,1
male,Middle school graduate,Repair industry,Officetel,no,27,91689,1
female,Bachelor's degree,Service industry,Multiple home,yes,41,336383,2
other,Bachelor's degree,Gas industry,Officetel,no,61,253638,2
female,Doctorate,Manufacturing industry,Apartment,no,45,239391,1
male,Master's degree,Wholesale industry,Apartment,yes,2,187055,1
other,Doctorate,Manufacturing industry,Townhouse,yes,50,172358,0
female,Bachelor's degree,Manufacturing industry,Officetel,no,79,185912,2
male,Master's degree,Distribution industry,Multiple home,yes,18,16596,1
other,High school graduate,Finance industry,Multiple home,no,6,506572,0
male,Doctorate,Distribution industry,Townhouse,yes,18,401594,3
female,Bachelor's degree,Maintenance industry,Single-family home,no,89,475261,2
male,Doctorate,Insurance industry,Townhouse,no,53,359172,2
male,Bachelor's degree,Distribution industry,Single-family home,no,4,261501,1
male,Master's degree,Finance industry,Apartment,no,81,223757,0
female,Bachelor's degree,Finance industry,Multi-family home,yes,96,299377,3
male,Elementary school graduate,Mining,Townhouse,yes,7,458862,0
other,Middle school graduate,Service industry,Single-family home,no,31,164558,3
other,Master's degree,Fishing industry,Officetel,no,36,13059,2
male,High school graduate,Retail industry,Townhouse,yes,14,402662,0
female,High school graduate,Mining,Officetel,no,63,266195,0
male,Middle school graduate,Distribution industry,Multi-family home,yes,94,493893,3
male,Bachelor's degree,Mining,Townhouse,yes,74,103738,2
male,Master's degree,Manufacturing industry,Multi-family home,yes,36,398442,0
female,Doctorate,Gas industry,Officetel,yes,15,500555,2
other,High school graduate,Repair industry,Apartment,no,67,32500,1
female,Bachelor's degree,Broadcasting industry,Apartment,yes,2,349877,2
male,Middle school graduate,Construction industry,Multiple home,no,92,110270,0
other,Bachelor's degree,Mining,Apartment,yes,50,267471,3
female,Master's degree,Insurance industry,Officetel,yes,33,412532,0
other,High school graduate,Fishing industry,Multiple home,yes,56,36101,2
male,Doctorate,Fishing industry,Apartment,no,21,78084,1
other,Middle school graduate,Finance industry,Townhouse,yes,94,53490,1
other,Bachelor's degree,Construction industry,Apartment,yes,65,216146,0
other,Elementary school graduate,Service industry,Multi-family home,no,3,337886,0
male,High school graduate,Insurance industry,Multi-family home,no,44,364920,0
other,Elementary school graduate,Agriculture,Townhouse,yes,85,71462,3
male,Elementary school graduate,Agriculture,Multiple home,no,4,220246,1
female,Bachelor's degree,Maintenance industry,Single-family home,yes,45,403373,2
male,Elementary school graduate,Retail industry,Townhouse,no,13,221229,0
male,Middle school graduate,Broadcasting industry,Single-family home,yes,99,304216,2
other,High school graduate,Fishing industry,Townhouse,yes,14,148523,3
other,High school graduate,Mining,Multiple home,no,64,360551,3
other,Bachelor's degree,Electric power industry,Multiple home,no,77,240507,1
male,Bachelor's degree,Retail industry,Officetel,no,18,193290,3
other,Middle school graduate,Fishing industry,Single-family home,yes,20,480763,2
other,High school graduate,Distribution industry,Multi-family home,no,16,104812,2
male,Middle school graduate,Broadcasting industry,Multiple home,yes,69,201185,3
male,Doctorate,Manufacturing industry,Officetel,no,19,450912,1
female,High school graduate,Fishing industry,Officetel,no,76,33984,0
other,High school graduate,Finance industry,Apartment,no,31,377974,0
female,Middle school graduate,Insurance industry,Single-family home,yes,80,433247,3
male,Doctorate,Agriculture,Single-family home,no,12,432034,2
other,Doctorate,Broadcasting industry,Single-family home,yes,3,408966,1
male,High school graduate,Agriculture,Officetel,yes,11,359600,1
female,Elementary school graduate,Manufacturing industry,Townhouse,yes,53,12581,1
other,High school graduate,Manufacturing industry,Multi-family home,yes,15,69947,0
female,Bachelor's degree,Gas industry,Single-family home,yes,60,383688,0
male,Doctorate,Construction industry,Officetel,no,91,137238,0
other,Doctorate,Water industry,Apartment,no,65,86976,1
female,Bachelor's degree,Wholesale industry,Townhouse,no,71,218622,0
other,Elementary school graduate,Fishing industry,Townhouse,no,11,288854,0
female,High school graduate,Retail industry,Multi-family home,no,79,46655,3
male,Elementary school graduate,Service industry,Townhouse,no,62,175648,1
male,High school graduate,Service industry,Apartment,yes,94,161885,0
other,Doctorate,Maintenance industry,Multiple home,yes,53,410669,3
other,Elementary school graduate,Electric power industry,Single-family home,no,92,318919,3
female,Bachelor's degree,Fishing industry,Apartment,no,80,462807,1
female,Middle school graduate,Insurance industry,Officetel,no,56,436840,2
other,Master's degree,Broadcasting industry,Officetel,yes,75,433082,3
female,Doctorate,Fishing industry,Multiple home,yes,11,303385,0
other,Master's degree,Broadcasting industry,Multi-family home,yes,23,34860,0
other,Middle school graduate,Insurance industry,Multiple home,no,99,391304,3
other,Middle school graduate,Wholesale industry,Townhouse,yes,85,95088,1
other,Doctorate,Broadcasting industry,Single-family home,yes,3,408966,1
other,Doctorate,Retail industry,Officetel,no,76,263003,2
female,Bachelor's degree,Agriculture,Officetel,no,6,170342,0
female,Bachelor's degree,Service industry,Single-family home,yes,36,160299,3
female,Middle school graduate,Broadcasting industry,Multi-family home,no,96,325012,0
other,Master's degree,Fishing industry,Officetel,no,36,13059,2
other,Master's degree,Distribution industry,Multiple home,no,43,332432,2
other,Bachelor's degree,Maintenance industry,Apartment,no,68,127306,1
other,Middle school graduate,Insurance industry,Multiple home,yes,27,158347,1
female,High school graduate,Retail industry,Single-family home,yes,97,405418,0
female,High school graduate,Construction industry,Multiple home,no,46,243142,1
other,Middle school graduate,Electric power industry,Officetel,no,87,246426,0
female,Master's degree,Electric power industry,Officetel,no,19,327463,3
other,Doctorate,Fishing industry,Single-family home,yes,66,414164,3
other,Bachelor's degree,Distribution industry,Single-family home,no,91,215465,0
male,Doctorate,Wholesale industry,Single-family home,no,82,200994,2
other,Middle school graduate,Agriculture,Apartment,yes,90,507566,0
other,Bachelor's degree,Wholesale industry,Officetel,yes,69,200250,2
male,High school graduate,Electric power industry,Single-family home,no,56,137744,0
other,Master's degree,Retail industry,Single-family home,no,99,88976,0
other,Master's degree,Manufacturing industry,Multi-family home,yes,77,326114,0
male,Middle school graduate,Broadcasting industry,Apartment,no,3,502154,2
male,Middle school graduate,Retail industry,Multiple home,no,65,369787,1
male,Middle school graduate,Repair industry,Multiple home,yes,76,438841,0
